title,budget,genres,original_language,popularity,production_companies,production_countries,release_date,revenue,vote_average,vote_count,director
Alexander,155000000,"['War', 'History', 'Action', 'Adventure', 'Drama', 'Romance']",en,39.019229,"['France 3 Cinéma', 'Intermedia Films', 'Pathé Renn Productions', 'Egmond Film & Television', 'Warner Bros.', 'Pacifica Film', 'IMF Internationale Medien und Film GmbH & Co. 3. Produktions KG', 'WR Universal Group']","['France', 'Germany', 'Italy', 'Netherlands', 'United Kingdom', 'United States of America']",2004-11-21,167298192,5.6,927,Oliver Stone
Harry Potter and the Order of the Phoenix,150000000,"['Adventure', 'Fantasy', 'Family', 'Mystery']",en,78.144395,"['Warner Bros.', 'Heyday Films']","['United Kingdom', 'United States of America']",2007-06-28,938212738,7.4,5494,David Yates
Harry Potter and the Goblet of Fire,150000000,"['Adventure', 'Fantasy', 'Family']",en,101.250416,"['Patalex IV Productions Limited', 'Warner Bros.', 'Heyday Films']","['United Kingdom', 'United States of America']",2005-11-05,895921036,7.5,5608,Mike Newell
Hancock,150000000,"['Fantasy', 'Action']",en,56.758411,"['Columbia Pictures', 'Weed Road Pictures', 'Forward Pass', 'Relativity Media', 'Overbrook Entertainment', 'Blue Light', 'GH Three']",['United States of America'],2008-07-01,624029371,6.2,2961,Peter Berg
I Am Legend,150000000,"['Drama', 'Horror', 'Action', 'Thriller', 'Science Fiction']",en,70.867401,"['Village Roadshow Pictures', 'Original Film', 'Weed Road Pictures', 'Warner Bros.', 'Heyday Films', 'Overbrook Entertainment']",['United States of America'],2007-12-14,585349010,6.9,4853,Francis Lawrence
Charlie and the Chocolate Factory,150000000,"['Adventure', 'Comedy', 'Family', 'Fantasy']",en,53.905592,"['Village Roadshow Pictures', 'The Zanuck Company', 'Warner Bros.', 'Tim Burton Productions', 'Plan B Entertainment', 'Theobald Film Productions']","['Australia', 'United Kingdom', 'United States of America']",2005-07-13,474968763,6.7,3624,Tim Burton
Ratatouille,150000000,"['Animation', 'Comedy', 'Family', 'Fantasy']",en,65.677399,"['Walt Disney Pictures', 'Pixar Animation Studios']",['United States of America'],2007-06-22,623722818,7.5,4369,Jan Pinkava
Batman Begins,150000000,"['Action', 'Crime', 'Drama']",en,115.040024,"['DC Comics', 'Legendary Pictures', 'Warner Bros.', 'DC Entertainment', 'Syncopy', 'Patalex III Productions Limited']","['United Kingdom', 'United States of America']",2005-06-10,374218673,7.5,7359,Christopher Nolan
Madagascar: Escape 2 Africa,150000000,"['Family', 'Animation']",en,44.141021,['DreamWorks Animation'],['United States of America'],2008-10-30,603900354,6.2,1810,Eric Darnell
Night at the Museum: Battle of the Smithsonian,150000000,"['Adventure', 'Fantasy', 'Action', 'Comedy', 'Family']",en,81.781591,"['Twentieth Century Fox Film Corporation', '1492 Pictures', 'Dune Entertainment', '21 Laps Entertainment', 'Museum Canada Productions', 'Moving Picture Company (MPC)']","['United States of America', 'Canada']",2009-05-20,413106170,5.9,1971,Shawn Levy
X-Men Origins: Wolverine,150000000,"['Adventure', 'Action', 'Thriller', 'Science Fiction']",en,5.954334,"['Ingenious Film Partners', 'Twentieth Century Fox Film Corporation', ""Donners' Company"", 'Dune Entertainment', 'Seed Productions', 'Bad Hat Harry Productions', 'Big Screen Productions', 'Marvel Enterprises']",['United States of America'],2009-04-28,373062864,6.2,4021,Gavin Hood
The Matrix Revolutions,150000000,"['Adventure', 'Action', 'Thriller', 'Science Fiction']",en,73.313918,"['Village Roadshow Pictures', 'NPV Entertainment', 'Silver Pictures', 'Warner Bros.']","['United States of America', 'Australia']",2003-11-05,424988211,6.4,3096,Lilly Wachowski
Frozen,150000000,"['Animation', 'Adventure', 'Family']",en,165.125366,"['Walt Disney Pictures', 'Walt Disney Animation Studios']",['United States of America'],2013-11-27,1274219009,7.3,5295,Chris Buck
The Matrix Reloaded,150000000,"['Adventure', 'Action', 'Thriller', 'Science Fiction']",en,70.78591,"['Village Roadshow Pictures', 'NPV Entertainment', 'Heineken Branded Entertainment', 'Silver Pictures', 'Warner Bros.']","['Australia', 'United States of America']",2003-05-15,738599701,6.7,3443,Lilly Wachowski
Thor: The Dark World,170000000,"['Action', 'Adventure', 'Fantasy']",en,99.499595,['Marvel Studios'],['United States of America'],2013-10-29,644571402,6.8,4755,Alan Taylor
Mad Max: Fury Road,150000000,"['Action', 'Adventure', 'Science Fiction', 'Thriller']",en,434.278564,"['Village Roadshow Pictures', 'Kennedy Miller Productions', 'Warner Bros.']","['Australia', 'United States of America']",2015-05-13,378858340,7.2,9427,George Miller
Angels & Demons,150000000,"['Thriller', 'Mystery']",en,67.447636,"['Columbia Pictures', 'Imagine Entertainment', 'Panorama Films', 'Skylark Productions']","['Italy', 'United States of America']",2009-05-13,356613439,6.5,2129,Ron Howard
Thor,150000000,"['Adventure', 'Fantasy', 'Action']",en,86.493424,['Marvel Studios'],['United States of America'],2011-04-21,449326618,6.6,6525,Kenneth Branagh
Bolt,150000000,"['Animation', 'Family', 'Adventure', 'Comedy']",en,41.845878,['Walt Disney Animation Studios'],['United States of America'],2008-11-21,309979994,6.3,1750,Chris Williams
G-Force,150000000,"['Fantasy', 'Action', 'Adventure', 'Family', 'Comedy']",en,26.710398,"['Walt Disney Pictures', 'Jerry Bruckheimer Films', 'Whamaphram Productions']",['United States of America'],2009-07-21,292817841,5.1,510,Hoyt Yeatman
Wrath of the Titans,150000000,['Adventure'],en,44.927635,"['Legendary Pictures', 'Thunder Road Pictures', 'Warner Bros.', 'Cott Productions', 'Furia de Titanes II, A.I.E.']","['Spain', 'United States of America']",2012-03-27,301000000,5.5,1431,Jonathan Liebesman
Dark Shadows,150000000,"['Comedy', 'Fantasy']",en,50.306728,"['Village Roadshow Pictures', 'Infinitum Nihil', 'GK Films', 'Warner Bros.', 'Tim Burton Productions', 'Dan Curtis Productions', 'Zanuck Company, The']","['Australia', 'United States of America']",2012-05-08,245527149,5.7,2320,Tim Burton
Mission: Impossible - Rogue Nation,150000000,"['Action', 'Adventure', 'Thriller']",en,114.522237,"['Paramount Pictures', 'Skydance Productions', 'China Movie Channel', 'Bad Robot', 'TC Productions', 'Alibaba Pictures Group', 'Odin']","['China', 'United States of America']",2015-07-23,682330139,7.1,3224,Christopher McQuarrie
Bee Movie,150000000,"['Family', 'Animation', 'Adventure', 'Comedy']",en,29.332905,"['Pacific Data Images (PDI)', 'DreamWorks Animation', 'Columbus 81 Productions']",['United States of America'],2007-10-28,287594577,5.7,1171,Steve Hickner
Kung Fu Panda 2,150000000,"['Animation', 'Family']",en,51.247321,['DreamWorks Animation'],['United States of America'],2011-05-25,665692281,6.7,1880,Jennifer Yuh Nelson
The Last Airbender,150000000,"['Action', 'Adventure', 'Family', 'Fantasy']",en,33.769336,"['Paramount Pictures', 'Nickelodeon Movies', 'Kennedy/Marshall Company, The', 'Industrial Light & Magic (ILM)', 'Blinding Edge Pictures']",['United States of America'],2010-06-30,318502923,4.7,1151,M. Night Shyamalan
Mission: Impossible III,150000000,"['Adventure', 'Action', 'Thriller']",en,63.079003,"['Paramount Pictures', 'Cruise/Wagner Productions', 'Studio Babelsberg', 'MI 3 Film', 'China Film Co-Production Corporation', 'China Film Group Corporation (CFGC)', 'The Fourth Production Company Film Group']","['China', 'Germany', 'United States of America']",2006-05-03,397850012,6.5,2028,J.J. Abrams
White House Down,150000000,"['Action', 'Drama', 'Thriller']",en,39.004588,"['Columbia Pictures', 'Centropolis Entertainment', 'Iron Horse Entertainment (II)', 'Mythology Entertainment (II)']",['United States of America'],2013-06-27,205366737,6.4,1891,Roland Emmerich
Mars Needs Moms,150000000,"['Adventure', 'Animation', 'Family']",en,12.362599,['Walt Disney Animation Studios'],['United States of America'],2011-03-09,38992758,5.5,199,Simon Wells
Flushed Away,149000000,"['Adventure', 'Animation', 'Comedy', 'Family']",en,22.550135,"['Aardman Animations', 'DreamWorks Animation']","['United Kingdom', 'United States of America']",2006-10-22,64459316,6.0,874,David Bowers
Pan,150000000,"['Adventure', 'Family', 'Fantasy']",en,48.03528,"['Warner Bros.', 'Moving Picture Company (MPC)', 'Berlanti Productions', 'RatPac-Dune Entertainment']",['United States of America'],2015-09-24,128388320,5.9,954,Joe Wright
Mr. Peabody & Sherman,145000000,"['Animation', 'Adventure', 'Family']",en,38.73494,"['Pacific Data Images (PDI)', 'DreamWorks Animation', 'Classic Media Productions', 'Bullwinkle Studios']",['United States of America'],2014-02-07,272912430,6.7,843,Rob Minkoff
Troy,175000000,"['Adventure', 'Drama', 'War']",en,66.803149,"['Plan B Entertainment', 'Warner Bros.', 'Nimar Studios', 'Radiant Productions', 'Helena Productions', 'Latina Pictures']","['United States of America', 'Malta', 'United Kingdom']",2004-05-13,497409852,6.9,2759,Wolfgang Petersen
Madagascar 3: Europe's Most Wanted,145000000,"['Animation', 'Family']",en,44.989192,['DreamWorks Animation'],['United States of America'],2012-06-06,746921274,6.4,1808,Conrad Vernon
Die Another Day,140000000,"['Adventure', 'Action', 'Thriller']",en,54.159392,['Eon Productions'],"['United Kingdom', 'United States of America']",2002-11-17,431971116,5.8,1092,Lee Tamahori
Ghostbusters,144000000,"['Action', 'Fantasy', 'Comedy']",en,66.21806,"['Columbia Pictures', 'Village Roadshow Pictures', 'Montecito Picture Company, The', 'LStar Capital', 'Feigco Entertainment', 'Pascal Pictures', 'Ghostcorps']",['United States of America'],2016-07-14,229147509,5.3,2142,Paul Feig
Armageddon,140000000,"['Action', 'Thriller', 'Science Fiction', 'Adventure']",en,58.485967,"['Jerry Bruckheimer Films', 'Touchstone Pictures', 'Valhalla Motion Pictures']",['United States of America'],1998-07-01,553799566,6.4,2482,Michael Bay
Men in Black II,140000000,"['Action', 'Adventure', 'Comedy', 'Science Fiction']",en,91.332849,"['Columbia Pictures', 'Amblin Entertainment', 'Columbia Pictures Corporation', 'Parkes+MacDonald Image Nation']",['United States of America'],2002-07-03,441818803,6.0,3114,Barry Sonnenfeld
Beowulf,70000000,"['Adventure', 'Action', 'Animation']",en,35.601665,"['Paramount Pictures', 'Shangri-La Entertainment', 'ImageMovers', 'Paramount Animation']",['United States of America'],2007-11-05,195735876,5.5,841,Robert Zemeckis
Kung Fu Panda 3,145000000,"['Action', 'Adventure', 'Animation', 'Comedy', 'Family']",en,56.747978,"['Twentieth Century Fox Film Corporation', 'DreamWorks Animation', 'China Film Co.', 'Oriental DreamWorks']","['China', 'United States of America']",2016-01-23,521170825,6.7,1603,Jennifer Yuh Nelson
Mission: Impossible - Ghost Protocol,145000000,"['Action', 'Thriller', 'Adventure']",en,77.77477,"['Paramount Pictures', 'Skydance Productions', 'Bad Robot', 'TC Productions', 'Revolution Sun Studios', 'Kontsept Film Company']","['Czech Republic', 'United States of America', 'United Arab Emirates']",2011-12-07,694713380,6.8,3972,Brad Bird
Rise of the Guardians,145000000,"['Fantasy', 'Animation', 'Family']",en,61.788035,['DreamWorks Animation'],['United States of America'],2012-11-21,306941670,7.1,1922,Peter Ramsey
Fun with Dick and Jane,100000000,['Comedy'],en,25.159168,"['Imagine Entertainment', 'Columbia Pictures Corporation', 'JC 23 Entertainment']",['United States of America'],2005-12-21,202026112,5.9,627,Dean Parisot
The Last Samurai,140000000,"['Drama', 'Action', 'War', 'History']",en,52.341226,"['Cruise/Wagner Productions', 'Warner Bros.', 'Radar Pictures', 'Bedford Falls Company, The']","['Japan', 'United States of America', 'New Zealand']",2003-12-05,456758981,7.3,1895,Edward Zwick
Exodus: Gods and Kings,140000000,"['Adventure', 'Drama', 'Action']",en,101.599427,"['Scott Free Productions', 'Chernin Entertainment', 'Babieka', 'Volcano Films']","['Spain', 'United Kingdom', 'United States of America']",2014-12-03,268031828,5.6,1921,Ridley Scott
Star Trek,150000000,"['Science Fiction', 'Action', 'Adventure']",en,73.616808,"['Paramount Pictures', 'Spyglass Entertainment', 'Bad Robot', 'MavroCine Pictures GmbH & Co. KG']","['Germany', 'United States of America']",2009-05-06,385680446,7.4,4518,J.J. Abrams
Spider-Man,139000000,"['Fantasy', 'Action']",en,82.502566,"['Columbia Pictures', 'Marvel Enterprises']",['United States of America'],2002-05-01,821708551,6.8,5265,Sam Raimi
How to Train Your Dragon 2,145000000,"['Fantasy', 'Action', 'Adventure', 'Animation', 'Comedy', 'Family']",en,100.21391,"['DreamWorks Animation', 'Mad Hatter Entertainment']",['United States of America'],2014-06-12,609123048,7.6,3106,Dean DeBlois
Gods of Egypt,140000000,['Fantasy'],en,56.257249,"['Summit Entertainment', 'Mystery Clock Cinema', 'Thunder Road Pictures', 'TIK Films', 'Pyramania']","['Australia', 'United States of America']",2016-02-25,150680864,5.3,1277,Alex Proyas
Stealth,135000000,['Action'],en,17.88953,"['Laura Ziskin Productions', 'Original Film', 'Columbia Pictures Corporation', 'Phoenix Pictures', 'AFG Talons Productions']",['United States of America'],2005-07-28,76932943,4.9,331,Rob Cohen
Watchmen,130000000,"['Action', 'Mystery', 'Science Fiction']",en,64.798873,"['Paramount Pictures', 'DC Comics', 'Lawrence Gordon Productions', 'Legendary Pictures', 'Warner Bros.', 'Cruel and Unusual Films']",['United States of America'],2009-03-05,185258983,7.0,2811,Zack Snyder
Lethal Weapon 4,140000000,"['Action', 'Adventure', 'Comedy', 'Crime', 'Thriller']",en,24.855701,"['Silver Pictures', 'Donner/Shuler-Donner Productions', 'Warner Bros.']",['United States of America'],1998-07-10,285444603,6.3,767,Richard Donner
Hulk,137000000,"['Drama', 'Action', 'Science Fiction']",en,34.981698,"['Universal Pictures', 'Good Machine', 'Valhalla Motion Pictures', 'Marvel Enterprises']",['United States of America'],2003-06-19,245360480,5.3,1533,Ang Lee
G.I. Joe: Retaliation,130000000,"['Adventure', 'Action', 'Science Fiction', 'Thriller']",en,59.325589,"['Paramount Pictures', 'Di Bonaventura Pictures', 'Hasbro', 'Skydance Productions', 'Metro-Goldwyn-Mayer (MGM)', 'Saints LA']",['United States of America'],2013-03-26,371876278,5.4,3025,Jon M. Chu
Sahara,130000000,"['Action', 'Adventure', 'Comedy', 'Drama', 'Mystery']",en,21.605568,"['Paramount Pictures', 'Bristol Bay Productions', 'Baldwin Entertainment Group', 'Desertlands Entertainment', 'Mace Neufeld Productions', 'Kanzaman', 'J.K. Livin Productions', 'Moguletta', 'Sahara Productions', 'Babelsberg Film']","['Germany', 'Spain', 'United Kingdom', 'United States of America']",2005-04-06,119269486,5.7,434,Breck Eisner
Final Fantasy: The Spirits Within,137000000,"['Adventure', 'Action', 'Animation', 'Fantasy', 'Science Fiction', 'Thriller']",en,26.074908,"['Columbia Pictures', 'Square USA', 'Chris Lee Productions']","['Japan', 'United States of America']",2001-07-02,85131830,5.9,433,Hironobu Sakaguchi
Captain America: The First Avenger,140000000,"['Action', 'Adventure', 'Science Fiction']",en,74.506246,['Marvel Studios'],['United States of America'],2011-07-22,370569774,6.6,7047,Joe Johnston
The World Is Not Enough,135000000,"['Adventure', 'Action', 'Thriller']",en,39.604363,"['Eon Productions', 'Metro-Goldwyn-Mayer (MGM)']","['United Kingdom', 'United States of America']",1999-11-08,361832400,6.0,862,Michael Apted
Master and Commander: The Far Side of the World,150000000,['Adventure'],en,36.973031,"['Universal Pictures', 'Twentieth Century Fox Film Corporation', 'Samuel Goldwyn Films', 'Miramax']",['United States of America'],2003-11-14,212011111,6.9,790,Peter Weir
The Twilight Saga: Breaking Dawn - Part 2,120000000,"['Adventure', 'Fantasy', 'Drama', 'Romance']",en,99.687084,"['Summit Entertainment', 'Sunswept Entertainment', 'Temple Hill Entertainment']",['United States of America'],2012-11-13,829000000,6.1,2553,Bill Condon
Happy Feet Two,130000000,"['Animation', 'Comedy', 'Family']",en,17.7735,"['Village Roadshow Pictures', 'Warner Bros.', 'Dr D Studios', 'Kennedy Miller Mitchell']",['Australia'],2011-11-17,150406466,5.8,373,George Miller
The Incredible Hulk,150000000,"['Science Fiction', 'Action', 'Adventure']",en,62.898336,"['Universal Pictures', 'Marvel Studios', 'Valhalla Motion Pictures', 'MVL Incredible Productions']",['United States of America'],2008-06-12,163712074,6.1,3021,Louis Leterrier
The BFG,140000000,"['Adventure', 'Family', 'Fantasy']",en,44.19092,"['Walt Disney Pictures', 'Amblin Entertainment', 'Reliance Entertainment', 'Kennedy/Marshall Company, The', 'Walden Media']","['India', 'United States of America']",2016-06-01,183345589,6.0,1000,Steven Spielberg
The Revenant,135000000,"['Western', 'Drama', 'Adventure', 'Thriller']",en,100.635882,"['Regency Enterprises', 'Appian Way', 'CatchPlay', 'Anonymous Content', 'New Regency Pictures', 'Hong Kong Alpha Motion Pictures Co.', 'RatPac Entertainment', 'M Productions', 'Monarchy Enterprises S.a.r.l.']","['Canada', 'Hong Kong', 'Taiwan', 'United States of America']",2015-12-25,532950503,7.3,6396,Alejandro González Iñárritu
Turbo,135000000,"['Animation', 'Family']",en,44.765377,['DreamWorks Animation'],['United States of America'],2013-07-11,282570682,6.1,1074,David Soren
